date,region,sales,orders,total_sessions,total_carts,total_checkouts,total_pageviews
02/02/2024,Chihuahua,399.8,1,808,30,25,2684
18/09/2023,Michoacán,399.8,1,444,11,6,1235
12/09/2023,Tabasco,399.84,1,447,13,6,1303
07/11/2023,Baja California Sur,399.87,1,329,11,6,1125
25/01/2024,Oaxaca,399.9,1,192,9,3,508
07/04/2024,Nayarit,399.9,1,179,4,3,501
30/08/2024,Tlaxcala,399.92,1,299,11,7,777
01/09/2023,Hidalgo,399.92,1,338,13,7,885
05/09/2024,Campeche,399.92,1,748,20,5,2175
25/08/2023,Guerrero,399.94,1,275,11,2,751
14/06/2024,Colima,399.95,1,205,7,1,634
07/04/2024,Zacatecas,399.95,1,348,4,6,950
16/07/2024,Baja California Sur,399.95,1,565,27,10,1620
07/02/2024,Campeche,399.96,1,261,14,17,1074
19/02/2024,Baja California,399.96,1,1130,35,39,3081
22/01/2024,Tabasco,399.96,1,680,20,16,2304
28/08/2024,Chiapas,399.96,1,582,14,13,1864
07/05/2024,Colima,399.96,1,249,8,7,733
22/01/2024,Coahuila,399.98,1,770,19,14,2188
15/02/2024,Tabasco,399.98,1,641,28,21,1998
30/01/2024,Michoacán,399.98,1,557,18,16,1474
18/03/2024,Baja California,399.98,1,1719,56,21,4314
26/12/2023,Chiapas,399.98,1,231,14,11,742
05/11/2023,Morelos,399.98,1,609,21,10,1970
08/01/2024,Tamaulipas,399.98,1,892,30,29,2786
20/09/2024,Hidalgo,399.98,1,629,22,19,1691
19/02/2024,Sinaloa,399.98,1,1143,32,17,3087
24/08/2023,Colima,399.98,1,87,2,0,186
08/11/2023,Guerrero,399.98,1,220,5,7,748
25/09/2024,Oaxaca,399.98,1,337,22,6,1073
28/12/2023,Morelos,399.98,1,509,33,23,1555
23/09/2024,Oaxaca,399.98,1,319,12,2,1009
06/03/2024,San Luis Potosí,399.98,1,467,17,12,1412
20/09/2024,Nayarit,399.98,1,177,8,0,441
30/05/2024,Baja California Sur,399.99,1,213,12,9,786
15/08/2024,Campeche,399.99,1,456,21,8,1375
10/12/2023,Campeche,399.99,1,292,12,8,981
03/11/2023,Hidalgo,399.99,1,453,22,11,1455
18/02/2024,Oaxaca,399.99,1,213,8,5,566
07/01/2024,Chiapas,399.99,1,418,23,19,1098
21/09/2024,Oaxaca,399.99,1,338,9,4,942
07/01/2024,Colima,399.99,1,144,4,2,432
03/07/2024,Tlaxcala,399.99,1,363,13,6,942
25/04/2024,Baja California,399.99,1,1111,32,23,3027
24/10/2023,Michoacán,399.99,1,795,33,25,2217
07/08/2023,Sonora,399.99,1,1000,36,8,2800
13/08/2024,Hidalgo,400,1,687,39,13,2130
13/05/2024,Campeche,400.01,1,285,9,8,767
10/08/2023,Durango,400.91,1,224,11,1,698
23/12/2023,Aguascalientes,400.91,1,384,12,10,844
28/09/2023,Tamaulipas,401.8,1,489,24,4,1510
13/08/2024,Campeche,404.82,1,475,19,11,1605
14/05/2024,Zacatecas,404.86,1,291,8,3,700
08/10/2023,Baja California Sur,404.87,1,223,8,5,709
04/08/2023,Nayarit,404.88,1,217,5,6,567
01/08/2023,San Luis Potosí,404.89,1,537,20,8,1667
08/10/2023,Tlaxcala,404.9,1,228,10,5,745
24/02/2024,Nayarit,404.91,1,125,7,4,471
29/04/2024,Yucatán,404.98,1,1433,40,33,3974
22/08/2024,Durango,405,1,355,10,5,903
15/09/2023,Baja California,407.96,2,587,20,11,1526
06/11/2023,Baja California Sur,409.73,1,270,4,1,924
03/01/2024,Baja California Sur,409.82,1,229,11,6,724
11/06/2024,Sonora,409.85,1,1092,26,12,3349
26/09/2023,Colima,409.86,1,102,6,2,251
11/09/2023,Baja California,409.87,1,1055,15,16,2521
03/08/2023,Colima,409.89,1,142,9,3,441
24/10/2023,Yucatán,409.89,1,1147,56,32,3633
13/09/2024,Baja California Sur,409.89,1,322,7,2,876
30/01/2024,Coahuila,409.89,1,659,26,16,2035
20/10/2023,Guerrero,409.89,1,404,14,5,1159
25/10/2023,Hidalgo,409.93,1,471,17,10,1494
29/05/2024,Tamaulipas,409.93,1,677,17,7,2100
04/07/2024,Campeche,409.94,1,318,8,1,741
31/05/2024,Tlaxcala,409.95,1,161,7,6,466
12/09/2024,Colima,409.96,1,309,6,4,817
02/11/2023,Coahuila,409.97,2,966,33,17,3069
11/06/2024,Aguascalientes,409.97,1,352,9,5,974
23/12/2023,Baja California Sur,409.98,1,298,5,4,645
07/10/2023,Baja California Sur,410.85,1,258,12,1,740
29/05/2024,Zacatecas,412.36,1,202,7,4,683
19/06/2024,Tlaxcala,414.75,1,209,10,6,573
17/10/2023,Nayarit,414.85,1,182,7,4,523
11/09/2024,Oaxaca,414.86,1,339,9,4,1000
27/02/2024,Tlaxcala,414.86,1,157,6,10,379
04/10/2023,Baja California,414.93,1,1432,35,9,3517
27/09/2023,San Luis Potosí,414.97,1,310,5,3,958
05/08/2024,Tlaxcala,416.84,1,413,22,18,1252
20/08/2023,Zacatecas,416.92,1,322,11,5,774
24/09/2023,Yucatán,419.79,1,785,46,16,2402
17/08/2024,Baja California Sur,419.79,1,300,16,8,852
11/10/2023,Chiapas,419.85,1,391,19,5,1069
06/06/2024,Guerrero,419.85,1,383,17,10,1146
25/05/2024,Tlaxcala,419.86,1,161,3,2,422
01/10/2023,San Luis Potosí,419.86,1,537,18,5,1426
30/04/2024,Nayarit,419.88,1,205,8,7,739
13/09/2024,Tamaulipas,419.88,1,1044,24,11,2761
09/11/2023,Yucatán,419.88,1,1119,51,27,3713
10/07/2024,Tamaulipas,419.89,1,1434,58,29,3852
12/07/2024,Chiapas,419.89,1,707,19,7,1977
23/08/2023,Aguascalientes,419.91,1,208,6,2,508
17/07/2024,Baja California Sur,419.92,1,473,28,13,1393
30/05/2024,San Luis Potosí,419.93,1,179,8,2,510
14/08/2024,Chiapas,419.93,1,562,24,7,1787
19/10/2023,Hidalgo,419.94,1,409,15,5,1499
04/09/2024,Tabasco,419.94,1,1288,34,16,4074
10/09/2023,Tabasco,419.94,1,467,17,4,1335
07/10/2023,Morelos,419.94,1,700,17,7,1849
21/09/2023,Hidalgo,419.94,1,348,15,6,1456
12/09/2024,Aguascalientes,419.94,1,584,18,5,1536
29/06/2024,Sonora,419.94,1,1161,37,4,3212
18/10/2023,Baja California,419.96,1,1145,38,14,3484
02/09/2023,Chiapas,419.96,1,353,6,5,1072
03/11/2023,Tlaxcala,419.97,1,168,8,4,578
05/07/2024,Sonora,419.97,1,1011,38,15,2762
12/03/2024,Nayarit,419.98,1,255,9,5,709
10/04/2024,Baja California,419.98,1,1649,57,9,4009
13/10/2023,Oaxaca,419.98,1,212,12,4,717
23/01/2024,Durango,422.98,1,153,5,8,552
13/07/2024,Colima,424.84,1,378,8,4,1053
29/06/2024,Tamaulipas,424.89,1,1033,35,14,2919
01/07/2024,Baja California,424.92,1,1746,51,19,4090
19/01/2024,Sinaloa,425.01,3,1075,52,31,3231
18/09/2023,Quintana Roo,425.83,1,447,21,8,1377
24/06/2024,Morelos,426.64,1,659,37,15,2148
18/09/2023,Sonora,426.84,1,650,33,15,2312
03/11/2023,Aguascalientes,429.8,1,382,17,11,1410
19/01/2024,Baja California Sur,429.86,1,222,7,4,704
28/09/2023,Tabasco,429.88,1,324,12,6,1116
29/06/2024,Tabasco,429.89,1,937,37,6,3185
25/02/2024,Guerrero,429.91,1,368,7,8,1016
21/09/2023,Tabasco,429.92,1,425,9,3,1397
30/07/2024,Zacatecas,429.94,1,373,17,7,1009
18/06/2024,Tlaxcala,429.94,1,202,8,7,604
15/03/2024,Campeche,429.95,2,329,11,4,924
13/02/2024,Baja California Sur,429.97,1,231,7,7,687
27/03/2024,Coahuila,429.97,1,1240,44,21,3851
29/09/2023,Baja California Sur,430.29,1,130,7,2,457
25/01/2024,Colima,431.86,1,122,9,9,332
06/09/2023,Guerrero,431.9,1,349,8,3,854
21/01/2024,Aguascalientes,431.95,1,271,8,7,785
25/12/2023,Campeche,431.98,1,125,9,8,442
12/09/2024,Durango,434.91,1,341,6,4,830
19/01/2024,Zacatecas,434.96,1,203,6,5,595
10/10/2023,Morelos,436.38,1,583,26,5,1711
23/09/2023,Nayarit,437.91,1,109,3,1,368
03/06/2024,Zacatecas,439.77,1,222,8,5,543
28/11/2023,Baja California Sur,439.85,1,372,14,9,1195
02/10/2023,Hidalgo,439.88,1,683,32,8,2092
28/10/2023,Tamaulipas,439.88,1,1367,48,31,3348
15/09/2023,Quintana Roo,439.88,1,350,22,6,1052
20/04/2024,Sonora,439.89,1,951,21,8,2669
09/09/2024,Aguascalientes,439.89,1,680,24,12,1924
25/01/2024,Zacatecas,439.9,1,238,12,10,707
21/10/2023,Tlaxcala,439.91,1,118,4,3,460
17/01/2024,Coahuila,439.92,1,774,33,21,2425
30/06/2024,Nayarit,439.92,1,242,11,4,808
13/01/2024,Veracruz,439.92,2,1625,58,43,5392
20/12/2023,Durango,439.93,1,360,10,6,878
26/02/2024,Tlaxcala,439.95,1,145,9,9,588
05/10/2023,Zacatecas,439.96,1,275,17,5,931
06/07/2024,Tamaulipas,439.97,1,1023,34,15,3072
10/07/2024,Baja California Sur,439.99,1,446,14,4,1250
12/03/2024,Colima,439.99,1,235,12,5,702
11/03/2024,Morelos,439.99,1,1069,35,14,2538
15/03/2024,Sinaloa,439.99,1,1288,39,21,3477
30/04/2024,Tlaxcala,439.99,1,234,9,2,689
08/02/2024,Baja California,439.99,1,1093,36,42,2917
30/04/2024,Oaxaca,439.99,1,272,9,3,661
14/03/2024,Guerrero,439.99,1,436,18,9,1441
01/05/2024,Colima,439.99,1,317,12,5,803
29/05/2024,Campeche,439.99,1,208,14,3,905
08/11/2023,Baja California Sur,440.88,1,267,6,7,905
28/10/2023,Baja California,443.86,1,1598,48,26,3786
10/08/2024,Baja California Sur,444.9,1,306,16,6,1166
11/07/2024,Nayarit,444.93,1,289,8,4,685
22/10/2023,Sinaloa,449.8,1,1276,37,9,3576
29/08/2023,Zacatecas,449.8,1,135,3,2,346
09/10/2023,Campeche,449.82,1,266,8,3,752
16/09/2024,Baja California Sur,449.82,1,284,10,6,962
20/09/2024,Baja California,449.82,1,1369,43,17,3541
22/01/2024,Campeche,449.82,1,268,12,10,873
12/08/2023,Chihuahua,449.85,1,1047,35,27,2829
18/04/2024,Oaxaca,449.85,1,295,12,9,919
28/01/2024,Hidalgo,449.85,1,371,16,11,1076
29/06/2024,Michoacán,449.9,1,1111,39,14,3146
04/08/2024,Guerrero,449.91,1,695,25,15,2066
28/05/2024,Nayarit,449.91,1,139,7,3,430
16/08/2023,Tlaxcala,449.92,1,226,11,8,803
27/08/2024,Nayarit,449.93,1,286,7,2,846
13/09/2023,Michoacán,449.96,1,461,19,10,1288
26/09/2023,Hidalgo,449.96,1,344,27,11,1225
13/08/2023,Tabasco,449.97,2,572,19,13,1779
25/08/2024,Aguascalientes,449.97,1,582,18,12,1652
27/04/2024,Nayarit,449.97,1,126,1,1,361
01/06/2024,Colima,449.99,1,135,6,5,475
29/12/2023,Tlaxcala,449.99,1,155,11,10,510
22/06/2024,San Luis Potosí,449.99,1,395,21,4,1377
29/04/2024,Baja California Sur,449.99,1,376,9,7,981
02/08/2024,Tlaxcala,449.99,1,313,8,5,758
22/06/2024,Tlaxcala,449.99,1,206,17,5,805
19/06/2024,Baja California Sur,449.99,1,277,16,7,855
21/07/2024,Colima,449.99,1,398,29,12,1305
07/07/2024,Baja California Sur,449.99,2,291,7,5,978
31/05/2024,Guerrero,449.99,1,354,17,3,1101
25/07/2024,Colima,449.99,1,198,13,7,649
10/06/2024,Baja California,449.99,1,1350,39,12,3205
15/04/2024,Colima,449.99,1,258,13,2,720
14/06/2024,Yucatán,449.99,1,1046,34,13,3047
13/10/2023,Durango,449.99,1,294,13,3,685
19/04/2024,Colima,449.99,1,231,10,5,626
17/06/2024,Colima,449.99,1,233,10,4,744
30/05/2024,Guerrero,449.99,1,290,9,1,933
13/09/2023,Colima,449.99,1,87,5,0,185
17/06/2024,Tamaulipas,449.99,1,976,44,14,2860
15/07/2024,Tlaxcala,449.99,1,261,7,3,659
28/08/2024,Campeche,449.99,1,420,16,6,1274
29/05/2024,Nayarit,449.99,1,131,4,0,580
10/06/2024,Tlaxcala,449.99,1,244,16,7,743
26/06/2024,Chiapas,449.99,1,366,9,7,1318
24/10/2023,Coahuila,449.99,1,1103,43,26,3039
05/06/2024,Nayarit,449.99,1,149,7,4,480
20/05/2024,Zacatecas,449.99,1,606,21,10,1590
30/05/2024,Zacatecas,449.99,1,228,5,3,561
15/06/2024,Sinaloa,449.99,1,957,41,16,2640
06/06/2024,Baja California Sur,450,1,239,5,2,735
30/09/2023,Baja California Sur,454.89,1,153,8,5,368
27/10/2023,Oaxaca,454.89,1,240,12,6,627
02/09/2023,Yucatán,455.89,2,820,37,18,2444
02/01/2024,Aguascalientes,455.94,1,226,11,11,755
03/07/2024,Zacatecas,456.66,1,550,19,3,1519
27/05/2024,Durango,458.9,1,215,7,5,562
12/01/2024,Baja California Sur,459.81,1,257,17,8,887
14/12/2023,Durango,459.86,1,302,13,8,765
12/09/2023,Nayarit,459.93,1,113,2,4,306
27/09/2023,Tamaulipas,459.93,2,573,22,8,1864
24/08/2023,Morelos,459.94,1,357,8,4,839
20/09/2024,Tlaxcala,459.94,1,343,10,5,894
06/03/2024,Tamaulipas,459.95,1,1002,39,8,3008
07/06/2024,Campeche,459.97,1,269,10,9,976
30/07/2024,Campeche,459.98,1,368,21,14,1053
31/08/2024,Zacatecas,461.49,1,519,23,8,1333
30/05/2024,Puebla,464.91,2,1001,35,17,2901
11/01/2024,Oaxaca,464.91,2,163,6,7,472
30/08/2023,Colima,467.96,1,65,5,1,181
02/08/2023,Colima,467.96,1,166,6,4,516
14/07/2024,Campeche,469.72,1,525,20,7,1531
11/04/2024,Aguascalientes,469.77,1,327,11,5,998
06/10/2023,Tlaxcala,469.83,1,183,8,1,542
25/10/2023,Tlaxcala,469.89,1,169,2,4,480
10/09/2023,Zacatecas,469.89,1,245,9,4,732
13/04/2024,Tlaxcala,469.9,1,226,7,2,632
27/01/2024,Durango,469.91,1,173,5,4,556
02/09/2023,Quintana Roo,469.91,1,562,24,9,1590
23/12/2023,Quintana Roo,469.92,2,1180,58,41,2766
14/03/2024,Zacatecas,469.93,1,255,9,3,754
17/03/2024,Nayarit,469.94,1,170,5,2,549
04/08/2024,Chiapas,469.94,1,616,12,13,1750
03/03/2024,Tamaulipas,469.95,2,980,32,14,2745
18/02/2024,Tamaulipas,469.96,1,858,30,19,2643
15/06/2024,Durango,469.96,1,227,4,1,528
10/09/2024,Tamaulipas,469.97,1,1298,34,16,3783
26/04/2024,Guerrero,469.99,1,479,16,1,1608
20/08/2023,Puebla,475.96,1,1391,40,14,3581
02/06/2024,Tamaulipas,476.94,1,628,15,8,1807
24/10/2023,Durango,477.95,1,302,12,12,802
16/08/2023,Hidalgo,477.96,1,541,17,8,1516
19/01/2024,Chihuahua,479.74,2,785,22,17,2287
30/07/2024,Morelos,479.78,1,1024,37,14,3400
24/11/2023,Campeche,479.79,1,397,26,17,1537
10/10/2023,Baja California Sur,479.84,1,257,10,4,747
14/09/2023,Oaxaca,479.84,1,115,7,1,277
07/11/2023,Puebla,479.85,1,1455,51,34,4312
28/01/2024,Zacatecas,479.86,2,197,9,6,588
10/03/2024,Colima,479.88,1,269,13,5,650
22/10/2023,Veracruz,479.89,1,1720,52,18,4855
01/07/2024,Tlaxcala,479.93,1,307,20,7,879
24/10/2023,Nayarit,479.94,1,245,14,9,809
30/12/2023,Oaxaca,479.96,2,143,3,5,419
20/10/2023,Baja California,479.96,1,973,22,12,2524
14/10/2023,Hidalgo,479.97,1,482,17,7,1544
26/10/2023,Durango,479.97,1,282,10,7,739
22/06/2024,Baja California Sur,480,1,240,12,5,701
28/09/2023,Colima,480,1,83,3,0,239
19/09/2023,Oaxaca,481.81,1,180,13,3,841
17/01/2024,Durango,485.95,3,209,6,6,535
07/10/2023,Nayarit,485.99,1,206,5,0,480
13/05/2024,Aguascalientes,486.51,1,364,12,5,1004
21/08/2023,Campeche,489.73,1,326,13,2,873
30/09/2023,Guanajuato,489.84,1,553,21,3,1480
29/09/2023,San Luis Potosí,489.9,1,220,10,2,699
24/12/2023,Tamaulipas,489.91,2,514,14,17,1256
22/04/2024,Guerrero,489.92,1,507,16,7,1457
30/09/2024,Baja California Sur,489.92,2,385,15,5,1065
24/08/2024,Tlaxcala,489.92,1,280,7,4,728
27/08/2023,Puebla,489.93,1,1022,34,16,2639
03/05/2024,Hidalgo,489.96,1,633,18,6,1635
20/10/2023,Sonora,489.96,2,955,45,13,3005
27/06/2024,Chiapas,489.98,1,444,17,3,1568
13/05/2024,Baja California,490.9,1,1080,31,17,2529
06/03/2024,Baja California,491.42,2,1160,34,10,3105
21/09/2023,Baja California Sur,494.92,1,163,9,7,610
19/08/2023,Sonora,495,1,1163,38,15,3184
21/09/2024,Durango,495,1,255,11,2,657
02/10/2023,San Luis Potosí,498.99,1,726,18,5,2043
27/10/2023,Guerrero,499.75,1,228,2,5,527
23/08/2023,San Luis Potosí,499.88,1,222,11,2,641
21/03/2024,Zacatecas,499.89,1,298,11,5,986
08/01/2024,Baja California Sur,499.89,1,222,7,4,569
16/03/2024,Chiapas,499.9,1,473,24,13,1500
05/02/2024,Colima,499.9,1,134,5,7,351
16/03/2024,Oaxaca,499.91,1,264,16,7,758
04/03/2024,Chiapas,499.92,1,500,23,10,1448
06/03/2024,Aguascalientes,499.93,1,406,17,8,937
07/11/2023,Baja California,499.94,1,1320,49,21,3839
29/04/2024,San Luis Potosí,499.95,1,650,23,7,1892
10/06/2024,Michoacán,499.97,1,959,39,20,2795
11/06/2024,Baja California,499.98,1,1277,29,10,3318
17/09/2024,Chiapas,499.99,1,467,22,6,1189
26/10/2023,Querétaro,499.99,1,1611,71,43,4649
02/07/2024,Sonora,499.99,1,1736,65,18,4990
16/06/2024,Sonora,499.99,1,913,43,8,2622
13/07/2024,Tlaxcala,499.99,1,323,12,5,862
16/06/2024,Chiapas,499.99,1,387,13,8,1339
01/06/2024,Oaxaca,499.99,1,141,3,1,376
27/05/2024,Zacatecas,499.99,1,254,15,9,734
15/03/2024,Hidalgo,499.99,1,476,20,11,1484
29/07/2024,Colima,499.99,1,362,22,10,1253
02/09/2024,Zacatecas,499.99,1,438,15,6,1178
13/06/2024,Tamaulipas,499.99,1,936,22,12,2603
16/08/2024,Hidalgo,499.99,1,653,22,10,1927
17/08/2024,Guerrero,499.99,1,610,22,6,1831
14/08/2024,Colima,499.99,1,356,17,4,1234
04/09/2024,Zacatecas,499.99,1,463,19,5,1296
07/08/2024,Baja California,499.99,1,1693,51,14,4684
11/08/2024,Durango,499.99,1,290,7,4,793
14/07/2024,Tlaxcala,499.99,1,339,13,2,935
31/05/2024,Campeche,499.99,1,211,5,1,630
06/08/2024,Baja California Sur,499.99,1,388,12,2,999
13/03/2024,Sinaloa,499.99,1,1146,49,18,3301
21/06/2024,Zacatecas,499.99,1,246,12,10,719
26/08/2024,Colima,499.99,1,335,13,5,898
09/09/2024,Baja California Sur,499.99,1,385,8,2,888
26/05/2024,Colima,499.99,1,184,2,1,400
22/06/2024,Baja California,499.99,1,1161,23,4,2791
09/08/2023,Baja California,499.99,1,917,18,3,1998
10/03/2024,Campeche,499.99,1,343,12,5,990
15/09/2024,Tabasco,499.99,1,812,26,7,2695
22/06/2024,Sonora,499.99,1,945,46,14,2907
08/06/2024,Aguascalientes,499.99,1,268,11,4,779
25/05/2024,Guerrero,499.99,1,420,16,6,1126
30/08/2024,Sonora,499.99,1,1293,38,9,3580
14/06/2024,Sonora,499.99,1,947,34,12,2713
25/08/2024,Baja California Sur,500,1,315,9,6,862
03/08/2024,Baja California,500,1,1709,48,10,4151
12/05/2024,Baja California Sur,500.01,1,294,10,3,751
26/04/2024,Chiapas,500.01,1,393,16,4,1196
04/08/2023,Tabasco,501.96,2,606,20,13,1631
21/11/2023,Tlaxcala,503.88,1,201,8,7,672
26/02/2024,Chihuahua,504.59,1,720,25,21,2275
28/12/2023,Tamaulipas,504.96,2,631,23,19,2102
19/03/2024,Colima,509.83,1,271,13,5,794
24/10/2023,Quintana Roo,509.84,1,882,36,19,2581
03/02/2024,Coahuila,509.85,2,757,31,26,2429
28/10/2023,Guerrero,509.88,1,218,6,5,598
15/08/2023,Colima,509.9,2,148,10,4,398
19/10/2023,Oaxaca,509.93,1,171,9,3,633
18/09/2023,Chiapas,511.94,1,224,13,5,807
10/02/2024,Coahuila,512.45,2,727,31,22,2197
10/06/2024,Baja California Sur,512.66,1,316,16,2,1021
27/09/2023,Baja California Sur,512.89,1,186,9,3,552
10/10/2023,Campeche,512.99,1,226,7,5,778
17/03/2024,Baja California Sur,514.92,1,326,9,7,817
27/05/2024,Baja California,514.98,1,1059,26,5,2683
07/10/2023,Baja California,517.8,1,1201,44,10,2904
23/10/2023,San Luis Potosí,519.87,1,513,24,11,1633
30/09/2024,Oaxaca,519.89,1,337,16,4,1077
04/11/2023,Baja California Sur,519.9,1,246,6,7,796
25/08/2023,Aguascalientes,519.92,1,218,7,1,621
27/10/2023,Chihuahua,519.96,1,1597,59,29,4571
31/12/2023,Campeche,519.96,1,181,9,7,551
05/09/2023,Baja California,519.96,1,932,37,13,2204
18/09/2024,Baja California Sur,519.97,2,294,14,5,813
06/05/2024,Zacatecas,519.97,1,457,8,9,1097
09/02/2024,Morelos,519.97,2,526,16,16,1446
06/07/2024,Aguascalientes,519.98,1,332,15,9,1053
08/12/2023,Zacatecas,519.99,1,282,6,4,817
24/04/2024,San Luis Potosí,521.95,1,532,13,7,1580
31/10/2023,Hidalgo,524.4,2,919,14,13,2409
24/01/2024,Colima,524.85,1,113,4,3,341
08/11/2023,Morelos,524.92,1,572,14,7,1817
09/08/2024,Oaxaca,524.92,1,379,6,3,1279
11/09/2024,Sonora,524.93,1,1263,33,10,3433
21/08/2024,Aguascalientes,524.94,1,585,23,11,1794
28/09/2023,Coahuila,527.91,2,522,20,2,1615
28/05/2024,Durango,528.74,1,249,10,2,738
21/02/2024,Michoacán,529.83,1,518,24,19,1631
18/01/2024,Michoacán,529.84,2,809,27,21,2047
04/09/2023,Baja California,529.84,1,812,25,9,1946
28/10/2023,Baja California Sur,529.97,1,335,19,9,986
05/02/2024,Hidalgo,529.98,2,357,13,9,1071
01/06/2024,Guerrero,529.98,1,343,17,8,1212
07/10/2023,Zacatecas,531.81,1,301,14,2,860
23/03/2024,Zacatecas,533.35,1,350,14,9,947
20/03/2024,Tlaxcala,533.35,1,215,8,7,677
07/02/2024,Nayarit,534.86,2,142,6,4,395
18/01/2024,Guanajuato,534.86,1,1274,44,34,3365
12/09/2023,Yucatán,534.88,1,717,22,10,1799
29/07/2024,Durango,534.89,2,387,19,10,1101
13/10/2023,Tlaxcala,534.9,1,146,5,1,389
28/07/2024,Baja California Sur,534.91,1,369,17,7,1202
27/07/2024,Baja California Sur,534.91,2,379,23,9,1299
25/09/2023,Oaxaca,538.8,1,168,4,5,463
27/09/2023,Campeche,539.06,1,157,13,1,508
07/10/2023,Oaxaca,539.79,1,182,8,3,447
24/06/2024,Colima,539.8,1,199,10,4,795
07/11/2023,Campeche,539.82,1,295,11,10,1051
12/10/2023,Tlaxcala,539.85,1,183,9,5,470
02/08/2024,Colima,539.87,1,342,19,7,924
23/10/2023,Tabasco,539.87,1,666,30,14,2379
21/08/2023,Sonora,539.91,1,1299,50,18,3618
15/09/2023,San Luis Potosí,539.92,1,166,7,7,410
02/09/2023,Tabasco,539.93,1,440,13,6,1279
07/11/2023,Tabasco,539.94,2,777,24,18,2535
17/06/2024,Oaxaca,539.95,1,275,11,7,812
14/07/2024,Baja California,539.96,1,1872,48,18,4523
09/09/2023,Zacatecas,539.96,1,174,3,2,467
30/08/2024,Aguascalientes,539.96,1,629,27,13,1753
26/08/2023,Morelos,539.97,1,365,7,4,917
12/10/2023,Nayarit,539.97,1,261,10,3,759
26/12/2023,Tamaulipas,539.97,1,541,19,14,1679
14/02/2024,Chiapas,539.97,1,280,12,8,712
17/02/2024,Hidalgo,539.97,1,422,21,14,1275
02/10/2023,Nayarit,539.97,1,279,6,1,670
06/01/2024,Hidalgo,539.97,1,354,14,11,1084
13/09/2023,Quintana Roo,539.97,1,475,18,5,1306
12/10/2023,Oaxaca,539.97,1,176,9,2,488
05/08/2023,Michoacán,539.97,1,746,23,4,1919
07/09/2023,Nayarit,539.97,1,158,6,4,430
10/08/2023,Zacatecas,539.97,1,234,2,2,633
18/10/2023,San Luis Potosí,539.97,1,391,14,8,1264
13/02/2024,San Luis Potosí,539.97,1,371,13,9,1300
19/02/2024,Baja California Sur,539.97,1,232,8,2,724
23/09/2023,San Luis Potosí,539.97,1,256,11,4,801
04/01/2024,Tlaxcala,539.97,1,178,11,8,426
12/08/2023,Hidalgo,539.97,1,405,23,6,1214
06/09/2023,Zacatecas,539.97,1,236,7,4,534
27/02/2024,Sonora,539.97,1,896,22,20,2856
04/10/2023,Coahuila,539.97,1,1452,57,13,3766
28/10/2023,Nayarit,539.97,1,242,10,3,639
21/12/2023,Morelos,539.97,1,833,38,25,2182
29/09/2023,Durango,539.97,1,126,7,2,362
12/10/2023,Baja California,539.97,1,1142,30,14,2680
01/10/2023,Zacatecas,539.97,1,286,11,6,838
03/11/2023,Campeche,539.97,1,260,12,7,1308
05/08/2023,Puebla,539.97,1,1128,40,17,2681
15/02/2024,Tamaulipas,539.97,1,803,26,15,2664
13/05/2024,Chiapas,539.98,1,374,12,4,1000
27/06/2024,Morelos,539.98,1,702,22,4,1969
19/04/2024,San Luis Potosí,539.99,1,558,13,8,1584
02/05/2024,Oaxaca,539.99,1,257,10,7,693
05/05/2024,Tamaulipas,539.99,1,1432,39,7,3714
04/03/2024,Morelos,539.99,1,845,38,14,2264
02/05/2024,Tlaxcala,539.99,1,276,7,7,814
31/03/2024,Zacatecas,539.99,1,277,9,3,827
30/04/2024,Durango,539.99,1,310,7,0,793
16/10/2023,Nayarit,539.99,1,216,8,1,569
24/04/2024,Chiapas,539.99,1,460,22,9,1481
08/04/2024,Guerrero,539.99,1,729,20,12,2108
30/05/2024,Tlaxcala,539.99,1,127,8,3,424
27/03/2024,Zacatecas,540,1,299,10,4,878
25/12/2023,Yucatán,540.01,1,480,17,14,1356
26/06/2024,Colima,540.01,1,189,9,2,671
16/09/2023,Puebla,540.01,1,464,20,7,1331
19/04/2024,Morelos,540.01,1,804,20,14,2231
13/04/2024,Baja California Sur,540.01,1,253,10,7,926
07/08/2023,Baja California Sur,540.01,1,202,6,2,594
21/04/2024,San Luis Potosí,540.01,1,531,11,5,1340
14/06/2024,Sinaloa,540.01,1,1124,44,15,2965
18/06/2024,Guerrero,540.01,1,441,6,4,1359
18/09/2024,Oaxaca,540.01,1,286,15,6,995
30/05/2024,Tabasco,540.01,1,536,20,9,1985
29/02/2024,Chihuahua,540.01,1,912,29,11,2756
26/09/2023,San Luis Potosí,540.01,1,296,13,10,841
02/02/2024,Colima,540.01,1,140,5,5,392
14/12/2023,Nayarit,540.01,1,305,7,6,724
06/04/2024,Durango,540.01,1,333,9,4,899
15/09/2024,Guerrero,540.01,1,435,13,6,1217
10/08/2024,Tlaxcala,540.48,1,262,14,6,980
11/02/2024,Sinaloa,543.36,2,993,42,30,3391
01/11/2023,Baja California,548.89,1,966,29,22,2568
25/08/2023,Chihuahua,549.86,2,806,17,11,2043
10/10/2023,Guerrero,549.87,1,418,16,2,1377
26/01/2024,San Luis Potosí,549.9,2,311,12,17,1033
20/01/2024,Querétaro,549.91,1,969,23,16,2528
07/09/2024,San Luis Potosí,549.92,1,1095,34,6,3081
31/03/2024,San Luis Potosí,549.93,1,467,12,6,1208
